1,"2度目のカタストロフィ","持っているだけで大きな破滅を呼ぶ物体。リン国の研究者、横瀑氏によって開発された。 彼自身も大きな破滅によって身を滅ぼしたとの伝聞があるが、真偽の程は定かではない。\
 尚、「1度目のカタストロフィ」は相手に投げ付けると小さな不幸を与えるとして当時流行になった。","S",235000,117500,0,3,1,"2011-07-07 17:54:38","2013-01-18 08:41:17"
2,"七光り宜しく","人生をより七色に輝かせるための自己啓発本。 ネット販売限定の書籍。\
利用できる権力は自分を磨くためにもっと積極的に使うべきとの思想を綴っている。 炙り読みをすると過激な反社会的思想の文体を成すことが発覚したため出版数日で廃版とされてしまった。 また、当の著者が出版当時から捜索願が出され、行方不明であったことなどから一種のオカルトとしても多くの話題を集めたいわくつきの本。","S",120000,60000,0,2,1,"2011-07-07 17:55:41","2012-11-08 18:09:21"
4,"ルビー","赤く輝く宝石。 \
その輝きは半永久的に保たれる。","S",300000,150000,0,1,1,"2011-07-07 17:56:17","2012-09-18 09:43:09"
5,"密告者のムーヴメント","革命の予兆。 \
密告者は遙か昔、国家間の抑止力として存在していた。 \
切り札とも脅威とも革命の引き金とも成り得るゆえ、革命の予兆を総じてそう呼ぶようになった。","S",350000,175000,0,4,1,"2011-07-07 17:58:04","2012-09-18 09:43:15"
6,"惑わせ組チケット","魅惑に振舞う女性たちが多数登場する舞台のチケット。 公式には販売されておらず、入手困難。 \
女性たちはそこそこの着衣で現れ観客たちを惑わせる。惑わされた観客はやみつきになり、舞台に足を運ぶ夢を何度も見るようになってしまう。","S",100000,50000,0,3,1,"2011-07-07 17:59:46","2012-09-18 09:43:19"
7,"クロージャの半生","ジャネットの夫である、クロージャ・G ・スタンリーフォールドの半生の記述。 \
彼は大学卒業後、大手広告会社に入社するも人間関係を理由に3ヶ月半で退職。 その後1年ほど旅に出て、旅先で知り合った軍上がりのエスニック料理店マスターから軍隊に入ることを勧められる。 特にやることのなかったクロージャは勧められるまま軍に入隊。 \
ある日、ドラニア公国へ遠征した際、軍キャンプの簡易バーで歌を歌っているジャネットに一目惚れをする。 クロージャはジャネットに声をかけ趣味の話をきっかけに意気投合。その後次第に関係を深めていき、5年後のクロージャの退役を機に入籍をした。 \
退役後はジャネットの個人事務所を立ち上げ専属マネージャーとして\
彼女を支えながら共に世界各地を飛び回っている。","S",90000,45000,0,2,1,"2011-07-07 18:00:30","2012-11-08 18:02:22"
8,"妖精補遺","機械会社ファーマル開発の脳チップ「Fairy Brain」の拡張プラグインのうちのひとつ。 妖精補遺による拡張機能は「Fairyの多重アカウント許可」、「Fairy Filer +variants」、 \
「Fairy Eyeのレベル補正、視力補正機能」、「Fairy Localeの70カ国言語対応」、「F通信のFA/M暗号化」、「ブロウェールデザインのFairyコスチューム」等となっている。 \
以前、フェアリーアプリ制作会社が特定のアプリケーションをインストールすると特典で妖精補遺が付くというキャンペーンを行ったが人気のあまり注文が殺到、サーバが長期に渡りダウンするといった事態が起きたこともあった。","S",230000,115000,0,3,1,"2011-07-07 18:00:57","2013-02-22 11:11:19"
9,"初代鬼丸の鬼人殺し","懐宝十振のひとつに数えられる最上大業物、鬼丸拵。\
刀身がかなり大きく、かつ刃こぼれが激しい。ところどころ錆が付いている。\
鬼丸の作る刀はすべてそのような作りとなっており重量もかなりのもの。力のない者ではまともに扱うことが出来ない。 \
鬼人殺しは鬼を退治する為に打たれた。刃こぼれのためか分からないが何故か人を斬ることは出来ない。","S",240000,120000,0,4,1,"2011-07-07 18:01:24","2012-11-08 17:59:44"
11,"ピンクのブラ","若い女の子に人気がある。 \
若い男の子にも人気がある。","A",6000,3000,0,4,1,"2011-07-07 18:04:25","2012-09-18 09:43:46"
12,"ピンクのパンツ","若い女の子に人気がある。 \
若い男の子にも人気がある。","A",6000,3000,0,4,1,"2011-07-07 18:04:44","2012-09-18 09:43:50"
13,"しあわせの種","プランターに土を入れ、指でくぼみを作ったらその中に種を埋めて少し水を与えておく。そうして忘れた頃には小さな若葉が生えてくる。若葉に気付き慌てて水を与えると、一度忘れてしまっていたことが印象に残ったのか、それをきっかけに定期的に水を与えるようになるだろう。月末など仕事が忙しく帰りが遅くなってしまうとき以外はある程度気を付けて水を与えるはずだ。\
そのまま月日が流れ、少しずつ大きくなる若葉を眺めて「育てる」ということに小さいながらも確かな幸せを感じることになる。どんな花を咲かせるのかは分からない。つまり、それはしあわせを育てていると言える。","S",20000,5000,0,4,1,"2011-12-25 22:19:34","2012-09-18 09:42:32"
16,"もえるごみ","月曜日はもえるごみの日。","D",10,10,0,1,1,"2012-08-30 10:49:20","2012-09-18 09:39:44"
17,"こわすごみ","火曜日はこわすごみの日。","D",10,10,0,1,1,"2012-08-30 10:49:55","2012-09-18 09:39:50"
18,"もえないごみ","水曜日はもえないごみの日。","D",10,10,0,1,1,"2012-08-30 10:50:15","2012-09-18 09:39:54"
19,"うめるごみ","木曜日はうめるごみの日。","D",10,10,0,1,1,"2012-08-30 10:50:42","2012-09-18 09:39:58"
20,"そだいごみ","金曜日はそだいごみの日。","D",20,20,0,1,1,"2012-08-30 10:51:04","2012-09-18 09:40:02"
21,"しっぱいさく","休みだからといって浮かれて作り始めてはいけないよ。","D",20,20,0,1,1,"2012-08-30 10:51:43","2012-09-18 09:40:06"
22,"懐宝十振尺","懐宝十振と呼ばれる名だたる名刀の中でも優れた切れ味を持つ十振について記された書物。\
\
最上大業物「初代鬼丸の鬼人殺し」「三代目助広の和泉の轍」\
大業物「国綱」「桜守」\
良業物「武蔵之刀」「白の大海」\
業物「不知火」「陸奥定」「浄瑠璃の太刀」「虎徹」","C",2000,1000,0,3,1,"2012-08-30 18:25:48","2012-09-18 09:40:41"
23,"三代目助広の和泉の轍","懐宝十振のひとつに数えられる最上大業物。\
助広一族を一躍有名にした一級品の刀。","S",2000,100,0,4,1,"2012-08-31 11:06:15","2012-09-18 09:43:33"
24,"国綱","懐宝十振のひとつに数えられる大業物。","A",200,100,0,4,1,"2012-08-31 11:12:47","2012-09-18 09:43:55"
25,"桜守","懐宝十振のひとつに数えられる大業物。","A",200,100,0,4,1,"2012-08-31 11:15:45","2012-09-18 09:43:58"
26,"武蔵之刀","懐宝十振のひとつに数えられる良業物。","B",200,100,0,4,1,"2012-08-31 11:43:30","2012-09-18 09:37:04"
27,"白の大海","懐宝十振のひとつに数えられる良業物。","B",200,100,0,4,1,"2012-08-31 11:44:17","2012-09-18 09:36:59"
28,"不知火","懐宝十振のひとつに数えられる業物。","C",200,100,0,4,1,"2012-08-31 11:45:00","2012-09-18 09:40:46"
29,"陸奥定","懐宝十振のひとつに数えられる業物。","C",200,100,0,4,1,"2012-08-31 11:46:21","2012-09-18 09:40:50"
30,"浄瑠璃の太刀","懐宝十振のひとつに数えられる業物。","D",200,100,0,4,1,"2012-08-31 11:49:47","2012-09-18 09:40:11"
31,"虎徹","懐宝十振のひとつに数えられる業物。","D",200,100,0,4,1,"2012-08-31 11:50:09","2012-09-18 09:40:14"
32,"鍵盤","ありきたりに白と黒のコントラストだなんて言っちゃって。\
ふざけているのに静かな曲を弾くものだから。","B",1500,120,0,2,1,"2012-09-18 09:35:18","2012-09-18 09:36:53"
33,"新生の土","新たに蘇った土。\
野菜を育てたり花を咲かせたり、大地のめぐみに感謝しよう。","D",100,20,0,2,1,"2012-09-18 09:54:57","0000-00-00 00:00:00"
34,"軍手セット","軍手を手袋代わりにして自転車通学とかしたよね。","D",10,10,0,1,1,"2012-09-18 12:39:20","0000-00-00 00:00:00"
35,"なまごみ","ξ","D",10,10,0,1,1,"2012-09-18 12:40:30","0000-00-00 00:00:00"
36,"花柄エプロン","新妻は決まって身につけ、夫は決まって喜ぶ。","D",100,10,0,2,1,"2012-09-18 12:42:13","2012-11-08 18:17:10"
37,"ほうれん草のおひたし","まずは鍋にお湯と塩をたっぶりと入れ、ほうれん草を茹でましょう。しんなりとしてきたら、ほうれん草を鍋から取り出して水につけて冷やします。冷やしたほうれん草は水気をしぼり適当な大きさに切っていきます。切ったほうれん草に少量のだし汁と醤油を加え、味を染み込ませます。器に盛ってかつお節を軽く添えればめでたく出来上がり。","D",30,10,0,3,1,"2012-09-18 12:51:17","2012-11-08 18:19:02"
38,"ファンレター","拝啓 ジャネット・F・スタンリーフォールド様\
爽やかな初夏を迎え、木々の緑も日増しに深くなって参りました。\
貴女様におかれましては、ますますご活躍のこととお喜び申し上げます。\
云々。","D",100,10,0,3,1,"2012-09-18 13:14:13","2012-11-08 18:19:32"
39,"ダークサイドポロテシュート","略称DP。\
","C",200,20,0,2,1,"2012-09-24 12:32:34","0000-00-00 00:00:00"
40,"文化の違いによる意見の対立による不可抗力の結晶","文化差別というのは歴史的背景も相まって意外と根深く解決に至るには相当の努力と忍耐が必要である。","A",300,20,0,3,1,"2012-09-24 12:35:43","0000-00-00 00:00:00"
41,"フォックスの喜劇","正式名称は「バーバリア・フォックスの喜劇」。","B",300,30,0,2,1,"2012-09-24 13:04:33","0000-00-00 00:00:00"
42,"笑われ寄宿舎にまつわる話","よくある怪談話のひとつ。","B",200,20,0,1,1,"2012-09-24 13:06:17","0000-00-00 00:00:00"
43,"ピンキー・バレンタインのチョコレート","製菓会社ピンキー・バレンタインで販売されている人気のチョコレート。\
まろやかな口どけと口当たりの良いほろ苦さで大人の味わいを演出してくれる。そうだ。","S",200,20,0,1,1,"2012-09-24 13:20:35","2012-09-28 09:50:49"
44,"またとない漢方","滅多に手に入らない漢方。","A",300,30,0,4,1,"2012-09-24 13:59:41","0000-00-00 00:00:00"
45,"手弁当バッジ","手弁当で活動をしているグループに贈られるバッジ。\
全国手弁当協会の選定により贈与される。\
\
世の中にはへんてこな協会があるものだなぁ。","D",100,20,0,2,1,"2012-09-24 14:30:56","2013-01-18 11:33:54"
46,"海岸線の一等地","海原を眺めながら潮風の吹き抜ける窓辺でゆっくりとたたずめるような素晴らしい立地条件。\
白い家を建ててそれをスケッチしたらよい絵になるだろう。","S",3000,200,0,2,1,"2012-09-24 14:33:05","2013-02-22 11:10:09"
47,"ダン＝アーミナテージャ報告書","春の都ダンで行われた第2回アーミナテージャ政令議会の報告書。\
小難しい言葉と堅苦しい表現で何やら記載がしてある。読んでいないからよく分からない。","S",200,10,0,3,1,"2012-09-24 18:29:54","2013-02-22 11:09:39"
48,"黄色い潜水艦","乗組員たちは愉快に歌を歌って海の底を楽しげに進んでいく。\
","A",300,30,0,3,1,"2012-09-26 15:17:36","0000-00-00 00:00:00"
49,"夢ドロップ生成機","機械の左上にあるメニューボタンを押すと画面に今夜見れる夢リストが表示されます。夢リストはデータセンターとの通信により毎日新しいものに置き換わるようになっています。\
それでは見たい夢をひとつ選択してみましょう。夢の内容に応じた金額が表示されます。お金を機械の右側にあるポケットから投入し、発券ボタンを押します。オブラートに包まれた飴「夢ドロップ」が機械下部の取り出し口から出てきます。生成された夢ドロップを食べて床につくと精算機で選択した夢を見ることが出来るという仕組みです。\
夢ドロップは食べ終わりから30分を過ぎると正常に夢が見られない可能性があります。なるべく30分以内に床に就くようご注意ください。正常に夢が見られない際のいかなる損害も弊社は対応致しかねますのでご了承ください。","A",300,20,0,4,1,"2012-09-27 18:01:45","2012-10-17 17:03:59"
50,"マディソングン＝スクウェア","ライス王国の中西部に多く住むマディソングン民族の工芸品。\
樫の枝を麻の縄で結んだ立方体を組み上げ、染色した鮮やかなキルトを縫いつけたもの。玄関先に置いておくと中に幸福を閉じ込めるという言い伝えがある。","C",100,20,0,1,1,"2012-09-27 18:19:03","2013-02-22 11:00:30"
51,"高速ドライヴ","必殺技のひとつ。\
防御力無視で敵を高速に切り刻む長剣技。\
攻撃力89 消費WP24","A",200,20,0,1,1,"2012-09-27 18:30:15","2012-09-29 13:40:32"
52,"浮遊石","今から約7200年前は古代文明ミラポタミア期と呼ばれる時代であった。古代文明は、その頃には数多く存在していた浮遊岩の「浮遊するちから」を利用して文明を発達発展をしてきた。\
しかし、そのような華やかであった文明期は終わり、今となっては文明の象徴でもあった浮遊岩は、砕け散ったかけらであるこの浮遊石しか残っていない。\
この小さな石から再びあのような文明を築くことはもう不可能だろう。","A",200,20,0,4,1,"2012-09-28 10:37:56","2012-09-29 13:40:24"
53,"パンプキン・コア","南瓜の中核を成す物体。\
実が大きくになるにつれ徐々に蒸発をしていってしまうという特質を持つ。そのため、南瓜の断面は中をくり抜いたような形になっている。他にもピーマン・コア、パプリカ・コアなど類似コアと呼ばれる物体が存在することが確認されている。","B",100,20,0,1,1,"2012-09-28 11:08:53","2012-09-29 13:54:28"
54,"チャイルド・ヴァンマンの楽譜","中世印象派時代に活躍した音楽家チャイルド・ヴァンマンの直筆の楽譜。「音符の読めない音楽家」として有名。\
ヴァンマンは音符が読めない代わりに独自の記法（ヴァンマン記法）で楽譜を書き記すという珍しい音楽家であった。なぜ彼が音符を読めなかったのかは諸説あるのだが、一説では彼の父親がひどく音楽嫌いであったため音楽を学ぶことができず、父親の目をごまかすために独自の記法を生み出しのではないかと言われている。","C",300,20,0,4,1,"2012-09-28 13:29:13","2012-10-17 17:09:06"
55,"経典マトーヤ","大法神の意志を継ぐ者マトーヤが記した経典。\
大法神とは幾多に存在するすべての命を平等に生かし平等に死を与える生命の創造と消滅の力を持つといわれる神のことである。\
マトーヤは大法神の一番弟子で、生命の創造を後世に引き継ぐため経典を書き上げた。\
生命の消滅について記された経典ラナと対になる存在。","A",200,20,0,3,1,"2012-09-28 13:50:47","2013-01-18 08:45:24"
56,"経典ラナ","大法神の意志を継ぐ者ラナの書き記した経典。\
大法神とは幾多に存在するすべての命を平等に生かし平等に死を与える生命の創造と消滅の力を持つといわれる神のことである。\
ラナはマトーヤに次ぐ大法神の弟子で、生命の消滅を後世に引き継ぐため経典を書き上げた。\
生命の創造について記された経典マトーヤと対になる存在。","A",200,20,0,3,1,"2012-09-28 13:52:33","2013-01-18 08:45:04"
57,"迷彩柄のTシャツ","中学生ぐらいの子が憧れる柄。\
こういう価値観は平和な証なのだろうか。","D",200,10,0,1,1,"2013-01-17 14:56:12","0000-00-00 00:00:00"
58,"苺の草漬け","山間地方に伝わる郷土料理の一種。\
春の素材を使うため作られる時期が限られている。昔は「春のにちよ」と呼ばれる祝日に村の女たちがこぞって集まり一日かけて大量の草漬けを用意した。苺を加熱・乾燥させて使うため保存食としても活用出来る。","D",30,5,0,2,1,"2013-01-17 15:34:06","2013-01-17 16:01:37"
59,"ジャネット・F・スタンリーフォールドのファーストアルバム","ジャネットは戦時中、兵士の疲れを癒すため歌を歌いながら各地のキャンプを渡り歩いたそうだ。 \
美しい声だから一度聴いてみるといい。","D",200,10,0,3,1,"2013-01-17 16:31:10","0000-00-00 00:00:00"
60,"ジェラールの憂鬱","13世紀後半にヴァリア地方を中心に活躍した革命家。","B",300,130,0,4,1,"2013-01-17 16:35:29","0000-00-00 00:00:00"
61,"サンドウィッチ","大きなテーブルを大勢で囲んで、大皿に具をたくさん盛って、パーティをする時にしか食べられない貴重な食べ物。なわけではない。\
サンドウィッチ伯爵が創りだしたわけでもない。","D",10,10,0,3,1,"2013-01-17 16:52:46","2013-01-17 16:53:10"
62,"変装セット","あからさまに狙った形の付け髭、エナメルの蝶ネクタイ、ショッキングピンクのスーツ、カラフルな靴下におっきな黒ぶちの眼鏡。見るからに怪しい。\
いや、変態セットかもしれない。","D",20,10,0,2,1,"2013-01-17 17:03:21","2013-02-22 10:57:23"
63,"枯葉","適当に秋らしい逸話を書いて、結びに焼き芋うまいみたいな説明にしようかと思ってたけど、ジャズの曲が浮かんでしまって頭が秋に切り替わりゃしない。\
しかし、野草とセピアの絵の具で「枯葉」って我ながらいいもんだなぁ。","D",10,10,0,1,1,"2013-01-17 17:20:30","2013-02-22 10:56:39"
64,"浜の贈り物","海辺に暮らす青人民族が身に着けているネックレス。\
綺麗な貝殻をいくつも飾っている。権力の高い人物ほど大きな貝殻をネックレスに使用している。","D",30,20,0,3,1,"2013-01-17 18:18:59","0000-00-00 00:00:00"
65,"ボンゴスティック","南国の踊りなんかで使用される。無意味に回したり、地面を叩いたり、使わなかったり。好きなように扱うのが南国スタイル。\
なんだそれ。","D",10,10,0,1,1,"2013-01-17 18:25:09","0000-00-00 00:00:00"
66,"翠玉豆","宝石珈琲とも呼ばれる珈琲豆のうちのひとつ。強い緑を帯びている。\
贅沢な味わいをいとも簡単に演出する。\
酸味の強い独特の匂いをしているが味は似合わずまろやか。 ","A",200,10,0,3,1,"2013-01-17 22:58:16","0000-00-00 00:00:00"
67,"シーザーサラダ","おいしいサラダ。","D",10,10,0,1,1,"2013-01-18 13:40:23","0000-00-00 00:00:00"
68,"魔除けのルーン","7世紀ごろだろうか。随分むかしになるが、ここから北西に位置するルーンと呼ばれる町で黒染病と呼ばれる病が大流行したことがある。黒染病は名前の通り体の一部が黒ずんでしまう病なのだが、黒くなった部分に痛みが出ることはなく単に黒く変色してしまうだけの奇病であった。","D",40,20,0,3,1,"2013-01-18 13:51:16","0000-00-00 00:00:00"
69,"昆虫キット","虫かごに土は入れてあるし、あとは好きな虫を入れるだけ！","D",10,10,0,1,1,"2013-01-18 13:53:28","0000-00-00 00:00:00"
70,"毒牙草","草の葉に水滴が付くと（雨や朝露など）葉から毒要素が分泌される草。水滴から毒を抽出することが出来る。","D",30,20,0,4,1,"2013-01-23 17:08:39","0000-00-00 00:00:00"
71,"リオンの剃刀","ある朝、下町で事件が起きた。\
部屋の窓からは素晴らしい青空が広がり気持ちのよい朝であったがリオンにはそのようなことはどうでもよかった。リオンは、我儘で傲慢なカティと器量も気立てもよいエリザが付き合い始めたという話が未だに信じられなかった。あの時、舞踏会で恥ずかしくも転んでしまった時、優しく声をかけてくれたエリザ。うまく言葉を返せず黙りこんでしまっていたことをずっと後悔している。そのエリザがカティと。\
\
とてもやるせない。カティはいつも弱いものをいじめ、他人のことなどなんとも思っていない。それがなぜエリザと。カティのことだ、エリザを脅かしているに違いない。そうでなければカティなんかと付き合うわけがない。きっとそうだ。エリザは不幸になってはいけない人だ。ぼくが助けなければ！\
\
リオンはとっさに目についた剃刀を手にとって家を出た。そして、下町で事件は起きた。","D",200,20,0,4,1,"2013-02-22 10:51:10","2013-02-22 15:32:28"
72,"勝者の魔","十二面ダイス。十一面に「勝」、残り一面に「魔」と書かれている。ダイスを振ったあと最初に行う勝負事の運気を変動させることが出来る。\
勝は勝つための運気を上げる(あくまで運気向上であり勝負に勝てるわけではない)。魔は前回の魔からダイスが振られた回数によって運気の下がり具合が決定される。ダイスが振られた回数が多ければ多いだけ魔が出た際の運気が下がる。早期に魔を出せば運気減少のリスクが少ない。また、勝者の魔の効力は個人の運気を変えるのみであって、集団の運気が変わることはない。","B",200,200,0,3,1,"2013-02-22 13:22:07","0000-00-00 00:00:00"
